0,10.372,,,,,,,,,,,,,,,,,,,,,
0.2,10.164,,,,,,,,,,,,,"	",,,,,,,,
0.4,9.854,,,,,,,,,,,,,"	",,,,,,,,
0.6,9.666,,,,,,,,,,,,,"	",,,,,,,,
0.8,9.51,,,,,,,,,,,,,"	",,,,,,,,
1,9.381,,,,,,,,,,,,,"	",,,,,,,,
1.2,9.286,,,,,,,,,,,,,"	",,,,,,,,
1.4,9.182,,,,,,,,,,,,,"	",,,,,,,,
1.6,9.107,,,,,,,,,,,,,"	",,,,,,,,
1.8,9.054,,,,,,,,,,,,,"	",,,,,,,,
2,8.987,,,,,,,,,,,,,"	",,,,,,,,
2.2,8.899,,,,,,,,,,,,,"	",,,,,,,,
2.4,8.83,,,,,,,,,,,,,"	",,,,,,,,
2.6,8.786,,,,,,,,,,,,,"	",,,,,,,,
2.8,8.722,,,,,,,,,,,,,"	",,,,,,,,
3,8.678,,,,,,,,,,,,,"	",,,,,,,,
3.2,8.631,,,,,,,,,,,,,"	",,,,,,,,
3.4,8.563,,,,,,,,,,,,,"	",,,,,,,,
3.6,8.5,,,,,,,,,,,,,"	",,,,,,,,
3.8,8.459,,,,,,,,,,,,,"	",,,,,,,,
4,8.411,,,,,,,,,,,,,"	",,,,,,,,
4.2,8.367,,,,,,,,,,,,,"	",,,,,,,,
4.4,8.305,,,,,,,,,,,,,"	",,,,,,,,
4.6,8.234,,,,,,,,,,,,,"	",,,,,,,,
4.8,8.19,,,,,,,,,,,,,"	",,,,,,,,
5,8.132,,,,,,,,,,,,,"	",,,,,,,,
5.2,8.063,,,,,,,,,,,,,"	",,,,,,,,
5.4,8.002,,,,,,,,,,,,,"	",,,,,,,,
5.6,7.935,,,,,,,,,,,,,"	",,,,,,,,
5.8,7.857,,,,,,,,,,,,,"	",,,,,,,,
6,7.789,,,,,,,,,,,,,"	",,,,,,,,
6.2,7.682,,,,,,,,,,,,,"	",,,,,,,,
6.4,7.596,,,,,,,,,,,,,"	",,,,,,,,
6.6,7.492,,,,,,,,,,,,,"	",,,,,,,,
6.8,7.335,,,,,,,,,,,,,"	",,,,,,,,
7,7.145,,,,,,,,,,,,,"	",,,,,,,,
7.2,6.893,,,,,,,,,,,,,"	",,,,,,,,
7.4,6.457,,,,,,,,,,,,,"	",,,,,,,,
7.6,4.163,,,,,,,,,,,,,"	",,,,,,,,
7.8,3.691,,,,,,,,,,,,,"	",,,,,,,,
8,3.47,,,,,,,,,,,,,"	",,,,,,,,
8.2,3.328,,,,,,,,,,,,,"	",,,,,,,,
8.4,3.22,,,,,,,,,,,,,"	",,,,,,,,
8.6,3.136,,,,,,,,,,,,,"	",,,,,,,,
8.8,3.057,,,,,,,,,,,,,"	",,,,,,,,
9,2.998,,,,,,,,,,,,,"	",,,,,,,,
9.2,2.948,,,,,,,,,,,,,"	",,,,,,,,
9.4,2.895,,,,,,,,,,,,,"	",,,,,,,,
9.6,2.86,,,,,,,,,,,,,"	",,,,,,,,
9.8,2.814,,,,,,,,,,,,,"	",,,,,,,,
10,2.777,,,,,,,,,,,,,"	",,,,,,,,
10.2,2.746,,,,,,,,,,,,,"	",,,,,,,,
10.4,2.716,,,,,,,,,,,,,"	",,,,,,,,
10.6,2.687,,,,,,,,,,,,,"	",,,,,,,,
10.8,2.658,,,,,,,,,,,,,"	",,,,,,,,
11,2.635,,,,,,,,,,,,,"	",,,,,,,,
11.2,2.61,,,,,,,,,,,,,"	",,,,,,,,
11.4,2.588,,,,,,,,,,,,,"	",,,,,,,,
11.6,2.566,,,,,,,,,,,,,"	",,,,,,,,
11.8,2.546,,,,,,,,,,,,,"	",,,,,,,,
12,2.526,,,,,,,,,,,,,"	",,,,,,,,
12.2,2.507,,,,,,,,,,,,,"	",,,,,,,,
12.4,2.488,,,,,,,,,,,,,"	",,,,,,,,
