0.052631579,10.85905933
0.105263158,10.8628931
0.157894737,10.85982609
0.210526316,10.83222389
0.263157895,10.78545475
0.315789474,10.70878315
0.368421053,10.63671207
0.421052632,10.5838089
0.473684211,10.52707195
0.526315789,10.46726799
0.578947368,10.41436481
0.631578947,10.36299515
0.684210526,10.29322433
0.736842105,10.22268677
0.789473684,10.17591667
0.842105263,10.12837982
0.894736842,10.06090927
0.947368421,10.02640724
1,9.969670296
1.052631579,9.937468529
1.105263158,9.890699387
1.157894737,9.837028503
1.210526316,9.765724182
1.263157895,9.735055923
1.315789474,9.711287498
1.368421053,9.660684586
1.421052632,9.616981506
1.473684211,9.601648331
1.526315789,9.561012268
1.578947368,9.49277401
1.631578947,9.501208305
1.684210526,9.483573914
1.736842105,9.446771622
1.789473684,9.406135559
1.842105263,9.343265533
1.894736842,9.347098351
1.947368421,9.321030617
2,9.293428421
2.052631579,9.242825508
2.105263158,9.237458229
2.157894737,9.216756821
2.210526316,9.19682312
2.263157895,9.114017487
2.315789474,9.127051353
2.368421053,9.115550995
2.421052632,9.056513786
2.473684211,9.052680016
2.526315789,9.044246674
2.578947368,8.998243332
2.631578947,8.976776123
2.684210526,8.969108582
2.736842105,8.953774452
2.789473684,8.918505669
2.842105263,8.899337769
2.894736842,8.87863636
2.947368421,8.827266693
3,8.813465118
3.052631579,8.808098793
3.105263158,8.781263351
3.157894737,8.760561943
3.210526316,8.718393326
3.263157895,8.702291489
3.315789474,8.682357788
3.368421053,8.663955688
3.421052632,8.637887955
3.473684211,8.60798645
3.526315789,8.585751534
3.578947368,8.51214695
3.631578947,8.49681282
3.684210526,8.483011246
3.736842105,8.461544037
3.789473684,8.434708595
3.842105263,8.377971649
3.894736842,8.365704536
3.947368421,8.364937782
4,8.34346962
4.052631579,8.320467949
4.105263158,8.23229599
4.157894737,8.209294319
4.210526316,8.181693077
4.263157895,8.110388756
4.315789474,8.116521835
4.368421053,8.074353218
4.421052632,8.05748558
4.473684211,8.03448391
4.526315789,7.976213455
4.578947368,7.943244934
4.631578947,7.901075363
4.684210526,7.852772713
4.736842105,7.818270206
4.789473684,7.682561874
4.842105263,7.674128056
4.894736842,7.60205698
4.947368421,7.54148674
5,7.44948101
5.052631579,7.393510818
5.105263158,7.359008312
5.157894737,7.239400864
5.210526316,7.188797951
5.263157895,6.967217445
5.315789474,6.746403694
5.368421053,6.452752113
5.421052632,5.992723465
5.473684211,5.415388107
5.526315789,4.953059196
5.578947368,4.464662075
5.631578947,4.03683567
5.684210526,3.665745735
5.736842105,3.391262293
5.789473684,3.155881166
5.842105263,3.07307601
5.894736842,2.973402977
5.947368421,2.945034504
6,2.862996101
6.052631579,2.817759991
6.105263158,2.796291828
6.157894737,2.751055717
6.210526316,2.738788605
6.263157895,2.710420132
6.315789474,2.685885429
6.368421053,2.649849415
6.421052632,2.631448269
6.473684211,2.608447075
6.526315789,2.569344521
6.578947368,2.550177097
6.631578947,2.544043064
6.684210526,2.507240772
6.736842105,2.501107216
6.789473684,2.477338791
6.842105263,2.468138218
6.894736842,2.448203564
6.947368421,2.420601845
7,2.419068813
7.052631579,2.396067142
7.105263158,2.38686657
7.157894737,2.37153244
7.210526316,2.361565113
7.263157895,2.348531246
7.315789474,2.325529575
7.368421053,2.318629265
7.421052632,2.307128429
7.473684211,2.297161102
7.526315789,2.281060219
7.578947368,2.2726264
7.631578947,2.262658596
7.684210526,2.251158237
7.736842105,2.238123894
7.789473684,2.226623535
7.842105263,2.218955994
7.894736842,2.208989143
7.947368421,2.192121029
8,2.185220718
